Humans,458
Female,238
Male,236
Animals,170
Adult,136
Middle Aged,121
Aged,99
Rats,72
Child,63
Mice,62
Adolescent,59
Infant,57
Models,40
Receptors,35
Time Factors,34
Carcinoma,31
 Newborn,27
 80 and over,24
 Preschool,22
United States,22
 Animal,21
Risk Factors,21
RNA,21
Young Adult,20
Education,18
Follow-Up Studies,18
Treatment Outcome,18
Microscopy,18
Diabetes Mellitus,17
Retrospective Studies,17
Disease Models,16
DNA,16
Molecular Sequence Data,16
Dose-Response Relationship,16
 Cultured,15
Pregnancy,15
Chromatography,15
 Drug,15
Genes,15
 Genetic,15
In Vitro Techniques,14
Cell Line,14
History,14
 Molecular,14
Administration,13
Sex Factors,13
Hospitals,13
Cells,13
Prospective Studies,13
Prognosis,12
Immunohistochemistry,12
 Inbred Strains,11
Tomography,11
Rabbits,11
 Medical,11
Antibodies,11
Biomarkers,11
Algorithms,10
Age Factors,10
Antigens,10
 Psychological,10
Base Sequence,10
Kidney Failure,10
Plants,10
Gene Expression Regulation,10
Surveys and Questionnaires,10
Mutation,9
 Inbred C57BL,9
Sensitivity and Specificity,9
Incidence,9
Reference Values,9
 Fluorescence,9
 Oral,9
Signal Transduction,9
Radiography,9
Reproducibility of Results,9
Adaptation,9
Amino Acid Sequence,9
Computer Simulation,9
Predictive Value of Tests,8
Combined Modality Therapy,8
Meningitis,8
Polymorphism,8
Species Specificity,8
Injections,8
Protein Binding,8
Diagnosis,8
Neoplasm Recurrence,8
Kinetics,8
 Biological,8
 Sprague-Dawley,8
Neoplasms,7
 Differential,7
Cattle,7
 X-Ray Computed,7
Environment,7
 Nursing,7
Stress,7
Swine,7
Spectrometry,7
Cross-Sectional Studies,7
Magnetic Resonance Imaging,7
Referral and Consultation,7
ATP Binding Cassette Transporter,7
Fracture Fixation,7
Acute Disease,7
Hypertension,7
 Tumor,7
Drug Resistance,7
Methods,7
Random Allocation,6
Chronic Disease,6
 Computer-Assisted,6
Brain/metabolism,6
Severity of Illness Index,6
Brain/drug effects,6
Phenotype,6
Ligaments,6
Risk Assessment,6
United Kingdom,6
Ligands,6
Molecular Structure,6
Double-Blind Method,6
 Electron,6
Clinical Trials as Topic,6
Regression Analysis,6
Drug Therapy,6
Japan,6
 Theoretical,6
Mitochondria,6
Antineoplastic Agents,6
Cell Transformation,6
 Bacterial,6
Tooth,6
Equipment Design,6
Arthritis,5
Syndrome,5
Hydrogen-Ion Concentration,5
World Health Organization,5
Drug Administration Schedule,5
Arthroplasty,5
Quality of Life,5
 Intravenous,5
Genetic Diseases,5
Brain/physiology,5
Electrophoresis,5
Neoplasm Staging,5
Water Pollutants,5
Ganglia,5
Ischemic Attack,5
Muscle,5
Cohort Studies,5
Cartilage,5
Blotting,5
Calcium/metabolism,5
 Chemical,5
Transcription,5
Organ Size,5
Disease,5
 Statistical,5
Chemistry,5
Pregnancy Complications,5
Biopsy,5
Polymerase Chain Reaction,5
Evaluation Studies as Topic,5
Electrocardiography,5
Binding Sites,5
 Viral,5
Hyperparathyroidism,5
 20th Century,5
Respiration,5
Oxidation-Reduction,5
Influenza,5
Anesthesia,5
Child Development,4
 Western,4
Food,4
Light,4
Cell Proliferation/drug effects,4
 Single Nucleotide,4
HEK293 Cells,4
Receptor,4
 Topical,4
Disease Outbreaks,4
China,4
Lymphocyte Activation,4
 Wistar,4
 Knockout,4
Societies,4
Brain/pathology,4
Tumor Cells,4
Magnetic Resonance Imaging/methods,4
 Liver/drug effects,4
 Mass,4
 Viral/analysis,4
 Premature,4
Behavior,4
Drug Evaluation,4
Liver/metabolism,4
Anti-Bacterial Agents/therapeutic use,4
 Messenger/genetics,4
Clinical Competence,4
South Africa,4
Carbon Radioisotopes,4
England,4
Interpersonal Relations,4
Body Mass Index,4
Herpesvirus 1,4
Chemical Phenomena,4
 Replacement,4
Transplantation,4
Optic Neuropathy,4
Blood Pressure,4
Adjuvants,4
Obesity/complications,4
Randomized Controlled Trials as Topic,4
Malaria,4
Genotype,4
Dogs,4
Interviews as Topic,4
Embryo,4
Aneurysm,4
Attitude of Health Personnel,4
Dementia,4
 High Pressure Liquid,4
 Neoplastic,4
Psychology,4
Automation,4
Magnetic Resonance Spectroscopy,4
Protein Structure,4
 Opioid,4
Temperature,4
Anemia,4
 Messenger/metabolism,4
Phosphorylation,4
Kidney,4
Cell Differentiation,4
Cholangiopancreatography,4
Pneumonia,4
Cost-Benefit Analysis,4
Skin/metabolism,4
Homeodomain Proteins/genetics,4
Flow Cytometry,4
Enzyme-Linked Immunosorbent Assay,4
Molecular Weight,3
Diet,3
Stress Disorders,3
Plant Proteins/metabolism,3
Drug Design,3
New York,3
Fatty Acids,3
Laser Therapy,3
Feasibility Studies,3
 Single-Photon,3
Jaw,3
Hydrogen Bonding,3
Hypertension/etiology,3
Physicians,3
Health Policy,3
 Gel,3
 Internal/methods,3
Body Weight,3
Antiviral Agents/adverse effects,3
Practice Guidelines as Topic,3
Antineoplastic Agents/administration & dosage,3
DNA Damage,3
Fishes,3
Curriculum,3
Proteins/chemistry,3
Neurons/physiology,3
Repressor Proteins/genetics,3
 Experimental/metabolism,3
Transcription Factors/physiology,3
Erythrocytes/metabolism,3
Canada,3
Autoradiography,3
Platelet Aggregation Inhibitors/therapeutic use,3
Image Interpretation,3
Guinea Pigs,3
Homeostasis,3
Population Density,3
Activities of Daily Living,3
Suture Techniques,3
Bronchiolitis,3
 Inbred BALB C,3
 X-Ray,3
Infusions,3
Pilot Projects,3
Alleles,3
Brazil,3
Antiviral Agents/therapeutic use,3
 Intraductal,3
Liver Neoplasms,3
Mathematical Computing,3
Motivation,3
Synapses/physiology,3
Logistic Models,3
Aging/physiology,3
Respiratory Distress Syndrome,3
Cardiomyopathy,3
Wound Healing,3
Water Pollution,3
Economics,3
Netherlands,3
Quantum Theory,3
Ventricular Dysfunction,3
Decompression,3
Financial Management,3
Metals,3
Research,3
Preoperative Care/methods,3
Hospitalization,3
Sphincterotomy,3
Proportional Hazards Models,3
Physician-Patient Relations,3
Norepinephrine/pharmacology,3
 Emission-Computed,3
Mental Recall,3
 Computer-Assisted/methods,3
Analysis of Variance,3
Educational Status,3
N-Methyl-3,3
Reoperation,3
Certification,3
Mental Disorders/therapy,3
 Squamous Cell/pathology,3
Organization and Administration,3
 Artificial,3
Potassium/blood,3
Indicators and Reagents,3
Kidney Diseases,3
DNA Mutational Analysis,3
Conservation of Natural Resources,3
Culture Media,3
Surgical Procedures,3
Cats,3
Brain Injury,3
Water,3
Signal Processing,3
Faculty,3
Leg/blood supply,3
Calcium/blood,3
Financing,3
Specialization,3
Image Processing,3
 Chronic/therapy,3
Radionuclide Imaging,3
Age Distribution,3
Genetics,3
 Articular/pathology,3
Glucose/metabolism,3
Breast Neoplasms/pathology,3
Feeding Behavior,3
Social Perception,3
Seeds/chemistry,3
Medicine,3
 Medicinal,3
Rural Health,3
Endothelium,3
Leukemia,3
 Transmission,3
Nucleic Acid Hybridization,3
Case-Control Studies,3
Tachycardia,3
Urinary Bladder/drug effects,3
Survival Analysis,3
Mass Spectrometry,3
 Articular/injuries,3
Transcription Factors/genetics,3
Ambulatory Care,3
Drugs,3
Sequence Alignment,3
Vaccines,3
Proteome/metabolism,3
 Liver/metabolism,3
Cell Nucleus/metabolism,3
Transfection,3
 Ribosomal,3
Escherichia coli,3
Adrenal Cortex Hormones,3
Hemoglobins/analysis,3
Hemodynamics/physiology,3
Plant Proteins/genetics,3
Epilepsy,3
Blood Pressure/physiology,3
Crystallography,3
Disease Transmission,3
Mammary Neoplasms,3
 Operative,3
Prevalence,3
Fractures,3
Hematocrit,3
 Animal/drug effects,3
Toxins,3
Heart Rate/physiology,3
 21st Century,3
Reference Standards,3
 Combination,3
Immunity,3
Laparoscopy,3
India,3
Developing Countries,3
 Population,3
Cattle Diseases/epidemiology,3
Feces/microbiology,3
Physician's Role,3
Anticoagulants/therapeutic use,3
Organizational Objectives,3
Multivariate Analysis,3
Antineoplastic Agents/pharmacology,3
Neoplasms/genetics,3
Nutritional Status,3
Blood Pressure Monitoring,3
 Physiological/genetics,3
 Transgenic,3
Lupus Erythematosus,3
Head and Neck Neoplasms/pathology,3
Gestational Age,3
 Confocal,3
 Physiological,2
Cardiac Tamponade/etiology,2
Selection,2
Multicenter Studies as Topic,2
Bacterial Proteins/genetics,2
Fraud/legislation & jurisprudence,2
Weight Loss,2
Parenteral Nutrition,2
 Infectious/drug therapy,2
Protein Interaction Mapping/methods,2
Computers,2
Prostaglandin Endoperoxides,2
Image Enhancement/methods,2
Health Knowledge,2
X-Rays,2
Cluster Analysis,2
Pulmonary Embolism/drug therapy,2
Patient Satisfaction,2
Mitochondria/physiology,2
Mineralocorticoid Receptor Antagonists/pharmacology,2
Cross-Cultural Comparison,2
Disruptive,2
Adrenal Cortex,2
Plant Extracts/administration & dosage,2
 Bacterial/chemistry,2
Poliovirus Vaccine,2
Protein Kinase C/metabolism,2
 Inborn/genetics,2
Lung/blood supply,2
 Polyacrylamide Gel,2
Sex Distribution,2
Patient Care Team,2
Biological Transport,2
Prolactin/secretion,2
Protein Processing,2
 Active,2
 Androgen/metabolism,2
Quality Improvement,2
 Amino Acid,2
 Sub-Family B/metabolism,2
Mental Disorders,2
Potassium/analysis,2
Vascular Diseases/diagnosis,2
T-Lymphocyte Subsets/immunology,2
Transcription Factors/metabolism,2
Gene Expression,2
I-kappa B Kinase/metabolism,2
Substrate Specificity,2
Cause of Death,2
Stents,2
Protein-Tyrosine Kinases/metabolism,2
 Human/virology,2
Greece,2
 Experimental,2
Dissent and Disputes,2
Thermodynamics,2
T-Lymphocytes/immunology,2
Disease-Free Survival,2
Proto-Oncogene Proteins/genetics,2
Immunotherapy,2
Ultrasonics,2
New Zealand,2
Reflex/physiology,2
Health Services Research,2
Tandem Mass Spectrometry,2
Sigmoid Neoplasms/surgery,2
Medical Missions,2
 Chemical/metabolism,2
Neoplasms/drug therapy,2
CD4-Positive T-Lymphocytes/immunology,2
Cytochrome P-450 Enzyme System/metabolism,2
Reverse Transcriptase Polymerase Chain Reaction/standards,2
Neoplasms/pathology,2
Tumor Microenvironment,2
Population Surveillance,2
Keratins/analysis,2
Vaccination,2
Sequence Homology,2
Motor Neurons/physiology,2
Medical Records,2
Neurons/metabolism,2
Pyridines/pharmacology,2
 Plant,2
Muscle Fibers,2
Muscle Contraction/physiology,2
USSR,2
Monitoring,2
Licensure,2
Tumor Necrosis Factor-alpha/pharmacology,2
 Smooth/physiology,2
Carrier Proteins/metabolism,2
Maine,2
Thrombophlebitis/drug therapy,2
 Continuing,2
Spinal Cord/metabolism,2
Rivers,2
Diptera,2
Synaptic Transmission/physiology,2
Motor Activity,2
Immunoglobulins,2
 Computerized,2
Mitral Valve/surgery,2
 Chronic/metabolism,2
Mitral Valve Insufficiency/surgery,2
 Hereditary,2
 Attitudes,2
Nuclear Proteins/agonists,2
 Preclinical,2
Climate,2
 Intraventricular,2
Poverty,2
DNA/metabolism,2
Multigene Family,2
Adenylyl Cyclase Inhibitors,2
Ultrasonography,2
Vascular Resistance,2
Intensive Care Units,2
Serine Endopeptidases/chemistry,2
Adenosine Triphosphate/pharmacology,2
Personality Assessment,2
Epidemiologic Methods,2
Internal-External Control,2
Discrimination Learning/physiology,2
Family/psychology,2
Oryza/chemistry,2
Qualitative Research,2
Renal Dialysis,2
Vulvar Neoplasms/surgery,2
Muscular Atrophy,2
Memory/physiology,2
Neoplasm Invasiveness,2
Liver/pathology,2
Proteins/genetics,2
Blood Glucose/analysis,2
Fatal Outcome,2
 Genetic/genetics,2
Rectal Neoplasms/epidemiology,2
 Cellular,2
Hydrolysis,2
Religion and Medicine,2
 Computer-Assisted/instrumentation,2
 Hospital/education,2
Gene Expression Regulation/drug effects,2
Food Preferences,2
Leishmaniasis,2
Escherichia coli Infections/microbiology,2
Blood Flow Velocity/physiology,2
 Type 2/complications,2
Adrenal Glands/physiology,2
Adiposity,2
Lipoproteins,2
Papilloma,2
Health Education/organization & administration,2
Neoplasms/chemically induced,2
 19th Century,2
Body Height,2
Protein Conformation,2
Electrodes,2
Analgesics,2
Microsomes,2
Pituitary Gland,2
 Tumor/biosynthesis,2
DNA/immunology,2
 Sub-Family B,2
Socioeconomic Factors,2
NADP/pharmacology,2
Leg Ulcer/therapy,2
Platelet Aggregation/drug effects,2
France,2
Synaptic Transmission/drug effects,2
Sheep,2
Heparin,2
 Hip/adverse effects,2
Eating/psychology,2
Neuropsychological Tests,2
Benzimidazoles/pharmacology,2
Weight Gain/physiology,2
 Radiation,2
Neoplasms/epidemiology,2
Teaching/methods,2
Medicaid/legislation & jurisprudence,2
Data Interpretation,2
Postoperative Complications/mortality,2
 Human/complications,2
Orthopedics,2
 Pulmonary/drug therapy,2
Neurons/drug effects,2
 Basosquamous/pathology,2
Trust,2
 Tertiary,2
Hydrocarbons,2
Colony Count,2
Antiviral Agents/pharmacology,2
Atrophy,2
Brain Mapping/methods,2
Tibial Fractures/surgery,2
Psychotherapy,2
tau Proteins/analysis,2
Culture,2
Neural Crest/cytology,2
 Surgical,2
Spain/epidemiology,2
Fibroblasts/cytology,2
Hypersensitivity,2
Politics,2
Gentamicins/therapeutic use,2
 Professional,2
 Ion Exchange,2
Ethanol/pharmacology,2
Attitude,2
Quality Assurance,2
HIV Infections,2
 Balloon,2
Hot Temperature,2
Lymphocytes/immunology,2
Child Behavior Disorders/therapy,2
Program Development,2
Cognition Disorders/diagnosis,2
 Neoplasm/genetics,2
Horses,2
Apoptosis,2
 Diseases/etiology,2
Bacterial Infections/drug therapy,2
Decision Making,2
Postoperative Complications/etiology,2
Chelating Agents/pharmacology,2
Child Health Services,2
Depressive Disorder,2
Hepatitis C,2
Skin/pathology,2
Multiple Sclerosis/pathology,2
Organometallic Compounds,2
Heparin/pharmacology,2
 Dental,2
Leukemia Virus,2
Internship and Residency,2
Motor Activity/physiology,2
Electroencephalography,2
Pyrrolidines/pharmacology,2
Contraindications,2
Diffusion,2
 Paper,2
 Immunologic,2
Environmental Health,2
Attitude to Health,2
Monoamine Oxidase Inhibitors/pharmacology,2
Skin Neoplasms,2
Epigenesis,2
NF-kappa B/metabolism,2
Internet,2
Cost of Illness,2
Length of Stay,2
Crystallization,2
Amino Acid Motifs,2
Family Practice,2
Skin/drug effects,2
Surgical Flaps,2
Necrosis,2
Femoral Fractures/surgery,2
Bone Plates,2
Environmental Pollutants/analysis,2
Mass Spectrometry/methods,2
Intubation,2
Demography,2
 Homologous,2
Magnesium/blood,2
Tetradecanoylphorbol Acetate/pharmacology,2
Ceramics/chemistry,2
Fluorescent Antibody Technique,2
 Type 2/blood,2
Adrenalectomy,2
Nutrition Surveys,2
 Graduate,2
Cyclic AMP-Dependent Protein Kinases/antagonists & inhibitors,2
Cell Nucleus/physiology,2
 Monoclonal/immunology,2
Peptides/isolation & purification,2
Chemotherapy,2
Health Education/methods,2
Calcium/urine,2
Prenatal Diagnosis,2
 Preclinical/methods,2
Surgical Wound Infection/prevention & control,2
Crisis Intervention,2
Energy Intake,2
Peptides/pharmacology,2
 Immunologic/therapeutic use,2
Peptides/chemistry,2
Stereoisomerism,2
Cultural Diversity,2
Seasons,2
Congresses as Topic,2
Intestines/microbiology,2
Research Design,2
Poliomyelitis/epidemiology,2
Continuity of Patient Care,2
 Intravenous/administration & dosage,2
Jaundice,2
Genome-Wide Association Study,2
Benzoates/pharmacology,2
Neurons,2
Religion,2
Postoperative Complications/prevention & control,2
Electric Stimulation,2
 Biomedical,2
Hybridization,2
Erythrocytes/enzymology,2
Self Concept,2
Language Development,2
 Intraocular,2
Body Temperature,2
Prosthesis Failure,2
 Graduate/standards,2
Hygiene,2
Biomarkers/metabolism,2
 Matrix-Assisted Laser Desorption-Ionization,2
Phylogeny,2
Tissue Distribution,2
Technology,2
 Impulse Control,2
Physical Stimulation,2
Environmental Monitoring,2
Urography,2
Electrophysiology,2
 Viral/complications,2
Spectrophotometry,2
Inhibition (Psychology),2
Hair,2
California,2
Seizures/etiology,2
Cross-Over Studies,2
Infertility,2
In Situ Hybridization,2
Intestine,2
Bacterial Infections/diagnosis,2
Discrimination Learning/drug effects,2
Smoking/adverse effects,2
Bacterial Infections/microbiology,2
 Thin Layer,2
Antineoplastic Agents/adverse effects,2
Trees,2
Radiotherapy,2
Early Diagnosis,2
ATP-Binding Cassette,2
Imitative Behavior,2
 DNA,2
Urethra/surgery,2
Statistics as Topic,2
Toxicology,2
Physical Exertion,2
Environmental Exposure/analysis,2
Structure-Activity Relationship,2
Genetic Linkage,2
Plant Development,2
Stem Cells/metabolism,2
Retina/metabolism,2
Leukocytes,2
Ecosystem,2
Syk Kinase,2
Technology Assessment,2
Promoter Regions,2
DNA-Binding Proteins/genetics,2
Carotid Artery,2
Blood,2
Drug Interactions,2
Bacteria/genetics,2
Emergency Medical Services/organization & administration,2
Protein Kinase C/antagonists & inhibitors,2
Nursing Staff,2
Estradiol/blood,2
Breeding,2
 Chronic/blood,2
Cost Control,2
Russia,2
Stroke/etiology,2
 Pharmaceutical/methods,2
Liver/enzymology,2
Pedigree,2
Chemokines,2
Parents,2
Nucleotides,2
Cyclosporine/pharmacology,2
 Bacterial/genetics,2
Combined Modality Therapy/methods,2
Membrane Proteins/analysis,2
Chlamydia/isolation & purification,2
Housing,2
Reoperation/methods,2
Radiopharmaceuticals/pharmacokinetics,2
Software,2
Hemodynamics,2
Feedback,2
Breast Neoplasms/genetics,2
Genome,2
Respiratory Insufficiency/therapy,2
Nevus,2
Cyclic AMP/physiology,2
Spectrophotometry/methods,2
 Hospital,2
Adrenal Cortex Hormones/therapeutic use,2
Personnel,2
Biological Therapy/methods,2
Cloning,2
Organizations,2
 Chemical/analysis,2
Erythrocytes/drug effects,2
Postoperative Complications,2
Antioxidants/pharmacology,2
Reperfusion Injury/pathology,2
Liver/drug effects,2
Inservice Training,2
Managed Care Programs/organization & administration,2
Thrombophlebitis/diagnosis,2
Oxidants,2
Bone and Bones/metabolism,2
 Vascular/metabolism,2
Hysterectomy,2
 Multiple,2
Health Status,2
Sus scrofa,2
HIV Infections/drug therapy,2
Nuclear Envelope/metabolism,2
Limit of Detection,2
Carbon Dioxide/blood,2
Analgesia,2
Neoplasm Metastasis,2
Principal Component Analysis,2
 Adjuvant,2
Numerical Analysis,2
 Local,2
Acoustic Stimulation,2
Aspirin/therapeutic use,2
Cell Membrane/metabolism,2
Genetic Variation,2
Students,2
Sexual Behavior,2
 Neurological,2
Poland,2
Heart Failure/physiopathology,2
Heterozygote,2
India/epidemiology,2
Bacteria/classification,2
Myocardial Infarction/diagnosis,2
Phosphoproteins,2
Health Planning,2
Thrombophlebitis/prevention & control,2
 Secondary,2
Nuclear Proteins/metabolism,2
Chlorpyrifos/administration & dosage,2
Genetic Vectors,2
Movement/physiology,2
Acetabulum/pathology,2
Angioplasty,2
Work,2
Myositis,2
Medical Records Systems,2
Rubber,2
Hemoglobins,2
Cerebral Angiography,2
Dietary Supplements,2
 Sub-Family B/genetics,2
Delivery of Health Care/organization & administration,2
Seizures/physiopathology,2
Skin Neoplasms/pathology,2
Tritium,2
Signal Transduction/physiology,2
 Tumor/analysis,2
Orthodontics,2
 Androgen/genetics,2
 Implantable,2
Alkaline Phosphatase,2
Heart Valve Prosthesis/adverse effects,2
Heart Conduction System/physiopathology,2
Defibrillators,2
Antihypertensive Agents/therapeutic use,2
Adrenocorticotropic Hormone/pharmacology,2
Progesterone/pharmacology,2
Action Potentials/physiology,2
Patient Care Planning,2
Urine,2
Signal Transduction/genetics,2
